147,43279585700,(4781, 4781)
148,8404969200,(753, 753)
149,10116597600,(903, 903)
150,38614036400,(3003, 3003)
151,17705476000,(1503, 1503)
152,3622641900,(353, 353)
153,61834527400,(4503, 4503)
154,35413023700,(4131, 4131)
155,48204315300,(3253, 3253)
156,23036801600,(1653, 1653)
157,110047456600,(6353, 6353)
158,11310158900,(853, 853)
159,127108194800,(7053, 7053)
160,3164883300,(253, 253)
161,47450039700,(5181, 5181)
162,5641586600,(453, 453)
163,147065411600,(7653, 7653)
164,22564598500,(1603, 1603)
165,36942354000,(4331, 4331)
166,28153439000,(1703, 1703)
167,76769399400,(4153, 4153)
168,35733521500,(4181, 4181)
169,177718686300,(8153, 8153)
170,3300449600,(253, 253)
171,37199308000,(2253, 2253)
172,31823357500,(1903, 1903)
173,52697851200,(2953, 2953)
174,32795420400,(1953, 1953)
175,37370325000,(4331, 4331)
176,35648317100,(4181, 4181)
177,159720251500,(7503, 7503)
178,55642329300,(3153, 3153)
179,61309124600,(3403, 3403)
180,38268293500,(2253, 2253)
181,51156209700,(2853, 2853)
182,39032734800,(4481, 4481)
183,53820409300,(3003, 3003)
184,16293620600,(1003, 1003)
185,11396504000,(753, 753)
186,1748459400,(153, 153)
187,43285617600,(4831, 4831)
188,14789173800,(1253, 1253)
189,42467571800,(4631, 4631)
190,28778992900,(2253, 2253)
191,50757087300,(3753, 3753)
192,4956990200,(453, 453)
193,131308529500,(8053, 8053)
194,13247767900,(1103, 1103)
195,120159848700,(7503, 7503)
196,40365560700,(4431, 4431)
197,144727825100,(8603, 8603)
198,37553684900,(4181, 4181)
199,173751292100,(9853, 9853)
200,5993838400,(503, 503)
201,77956122900,(5253, 5253)
202,22425732300,(1803, 1803)
203,47529538700,(4931, 4931)
204,24473354000,(1953, 1953)
205,126073884100,(7753, 7753)
206,16677382600,(1303, 1303)
207,104145226300,(6753, 6753)
208,3733145100,(353, 353)
209,40785892000,(4381, 4381)
210,40266758500,(4331, 4331)
211,136872209700,(8253, 8253)
212,22708411600,(1753, 1753)
213,86701724800,(5703, 5703)
214,34297457900,(2603, 2603)
215,190709237300,(10503, 10503)
216,5033622700,(453, 453)
217,51033983900,(5231, 5231)
218,842317800,(103, 103)
219,45025963600,(3303, 3303)
220,40569437500,(4331, 4331)
221,100187859800,(6203, 6203)
222,8905903800,(753, 753)
223,195940528300,(10603, 10603)
224,38756920900,(4181, 4181)
225,108337973500,(6753, 6753)
226,16951194900,(1353, 1353)
227,185150720600,(10203, 10203)
228,29608682300,(2253, 2253)
229,159795786800,(9103, 9103)
230,12013410700,(1003, 1003)
231,38526448400,(4181, 4181)
232,5919168800,(503, 503)
233,32760746100,(2453, 2453)
234,53191878700,(3603, 3603)
235,16136090000,(1253, 1253)
236,20883539200,(1603, 1603)
237,72322361300,(4803, 4803)
238,48019851600,(4831, 4831)
239,7890948300,(653, 653)
240,9127248200,(753, 753)
241,83146205600,(5353, 5353)
242,41776852000,(4431, 4431)
243,149208401700,(8553, 8553)
244,43321689500,(3003, 3003)
245,59783219000,(5831, 5831)
246,89893417000,(5703, 5703)
247,3950187600,(353, 353)
248,1593210400,(153, 153)
249,93575560900,(5853, 5853)
250,65466656200,(4253, 4253)
251,39440222400,(2803, 2803)
252,42591819800,(4181, 4181)
253,76779409100,(5181, 5181)
254,66577471600,(4403, 4403)
255,66010429600,(4503, 4503)
256,21137614300,(1653, 1653)
257,45268832500,(3203, 3203)
258,58627543300,(4053, 4053)
259,44297896200,(4281, 4281)
260,12536408100,(1003, 1003)
261,99977118900,(6303, 6303)
262,13343303400,(1053, 1053)
263,2043486000,(203, 203)
264,39104896700,(4181, 4181)
265,24043552800,(1753, 1753)
266,41178372500,(4381, 4381)
267,44915948200,(3153, 3153)
268,26195260700,(1903, 1903)
269,31248363900,(2303, 2303)
270,67786747900,(4503, 4503)
271,142765351800,(8303, 8303)
272,2877872800,(253, 253)
273,43166308500,(4481, 4481)
274,78136189800,(5103, 5103)
275,41126886300,(4331, 4331)
276,47172808900,(3303, 3303)
277,255713551100,(12803, 12803)
278,3347488800,(303, 303)
279,171267928400,(9453, 9453)
280,41456790100,(4331, 4331)
281,176605167600,(9703, 9703)
282,52876737900,(3603, 3603)
283,158070479000,(8853, 8853)
284,29703995100,(2153, 2153)
285,31582119300,(2253, 2253)
286,44879731800,(4481, 4481)
287,47540015400,(4681, 4681)
288,6509793100,(453, 453)
289,176117574500,(9603, 9603)
290,5962256700,(503, 503)
291,203784933100,(10803, 10803)
292,48115493900,(3303, 3303)
293,7297259700,(603, 603)
294,50155743800,(4781, 4781)
295,126561215400,(7503, 7503)
296,9291211400,(753, 753)
297,48288440400,(4631, 4631)
298,11412619500,(903, 903)
299,13552870500,(1003, 1003)
